data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59
2022.07_16-08-2022;Республика Крым;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;105_165_days;EpiVacCorona;-0.47871;-2.95107;0.44659
2022.07_16-08-2022;Республика Крым;105_165_days;SputnikLite;-0.31104;-1.32001;0.25913
2022.07_16-08-2022;Республика Крым;105_165_days;SputnikV;-0.46892;-1.24606;0.03933
2022.07_16-08-2022;Республика Крым;165_195_days;AllVaccines;0.13529;-0.23961;0.39681
2022.07_16-08-2022;Республика Крым;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;165_195_days;SputnikLite;0.17932;-0.29473;0.47981
2022.07_16-08-2022;Республика Крым;165_195_days;SputnikV;-0.15457;-0.99868;0.33305
2022.07_16-08-2022;Республика Крым;21_45_days;AllVaccines;0.0939;-1.18386;0.62405
2022.07_16-08-2022;Республика Крым;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;21_45_days;EpiVacCorona;-1.07228;-7.30248;0.48276
2022.07_16-08-2022;Республика Крым;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;21_45_days;SputnikV;0.02116;-1.61544;0.63366
2022.07_16-08-2022;Республика Крым;45_75_days;AllVaccines;-1.00547;-3.02635;0.0011
2022.07_16-08-2022;Республика Крым;45_75_days;CoviVac;-6.50519;-22.32745;-1.41466
2022.07_16-08-2022;Республика Крым;45_75_days;EpiVacCorona;-5.69615;-25.82778;-0.67134
2022.07_16-08-2022;Республика Крым;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;45_75_days;SputnikV;-0.6076;-2.87459;0.33299
2022.07_16-08-2022;Республика Крым;75_90_days;AllVaccines;-1.12123;-3.46627;-0.00747
2022.07_16-08-2022;Республика Крым;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;75_90_days;SputnikV;-1.55342;-4.37623;-0.21273
2022.07_16-08-2022;Республика Крым;90_105_days;AllVaccines;-1.50556;-4.03035;-0.24799
2022.07_16-08-2022;Республика Крым;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;90_105_days;EpiVacCorona;-7.38498;-32.594;-1.09287
2022.07_16-08-2022;Республика Крым;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Крым;90_105_days;SputnikV;-1.76576;-4.82332;-0.31358
2022.07_16-08-2022;Республика Марий Эл;105_165_days;AllVaccines;-0.99822;-3.09765;0.02557
2022.07_16-08-2022;Республика Марий Эл;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;105_165_days;SputnikLite;-1.30139;-4.63816;0.06062
2022.07_16-08-2022;Республика Марий Эл;105_165_days;SputnikV;-1.68396;-6.27628;0.00999
2022.07_16-08-2022;Республика Марий Эл;165_195_days;AllVaccines;0.31436;-1.15782;0.78214
2022.07_16-08-2022;Республика Марий Эл;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;165_195_days;SputnikLite;0.0088;-2.11947;0.68505
2022.07_16-08-2022;Республика Марий Эл;165_195_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;21_45_days;AllVaccines;-1.80337;-10.34561;0.30732
2022.07_16-08-2022;Республика Марий Эл;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;21_45_days;SputnikLite;-12.9657;-55.52102;-2.45077
2022.07_16-08-2022;Республика Марий Эл;21_45_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;45_75_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;45_75_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;75_90_days;AllVaccines;-6.2946;-21.95726;-1.31784
2022.07_16-08-2022;Республика Марий Эл;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;75_90_days;SputnikV;-11.75219;-39.13314;-3.05197
2022.07_16-08-2022;Республика Марий Эл;90_105_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Марий Эл;90_105_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;105_165_days;AllVaccines;-0.60878;-1.30038;-0.12511
2022.07_16-08-2022;Республика Мордовия;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;105_165_days;EpiVacCorona;-0.47989;-3.62042;0.526
2022.07_16-08-2022;Республика Мордовия;105_165_days;SputnikLite;-0.79803;-1.84014;-0.1383
2022.07_16-08-2022;Республика Мордовия;105_165_days;SputnikV;-0.58677;-1.72108;0.07469
2022.07_16-08-2022;Республика Мордовия;165_195_days;AllVaccines;-0.25896;-1.01031;0.21158
2022.07_16-08-2022;Республика Мордовия;165_195_days;CoviVac;-15.40326;-64.95872;-3.07932
2022.07_16-08-2022;Республика Мордовия;165_195_days;EpiVacCorona;-1.67494;-9.75611;0.33477
2022.07_16-08-2022;Республика Мордовия;165_195_days;SputnikLite;-0.30851;-1.20571;0.22374
2022.07_16-08-2022;Республика Мордовия;165_195_days;SputnikV;-0.06073;-2.31174;0.66026
2022.07_16-08-2022;Республика Мордовия;21_45_days;AllVaccines;-0.37691;-1.78514;0.31928
2022.07_16-08-2022;Республика Мордовия;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;21_45_days;EpiVacCorona;-1.35112;-5.31485;0.12464
2022.07_16-08-2022;Республика Мордовия;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;21_45_days;SputnikV;-0.22333;-1.96569;0.49538
2022.07_16-08-2022;Республика Мордовия;45_75_days;AllVaccines;-0.39275;-1.95294;0.34311
2022.07_16-08-2022;Республика Мордовия;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;45_75_days;EpiVacCorona;-5.1811;-18.29826;-0.97976
2022.07_16-08-2022;Республика Мордовия;45_75_days;SputnikLite;-2.40578;-12.69489;0.15302
2022.07_16-08-2022;Республика Мордовия;45_75_days;SputnikV;-0.0051;-1.69959;0.62579
2022.07_16-08-2022;Республика Мордовия;75_90_days;AllVaccines;0.04095;-1.57591;0.64293
2022.07_16-08-2022;Республика Мордовия;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;75_90_days;SputnikLite;-2.5519;-13.28246;0.11668
2022.07_16-08-2022;Республика Мордовия;75_90_days;SputnikV;0.06373;-1.92317;0.70012
2022.07_16-08-2022;Республика Мордовия;90_105_days;AllVaccines;-1.39485;-3.65937;-0.23092
2022.07_16-08-2022;Республика Мордовия;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Мордовия;90_105_days;EpiVacCorona;-13.37966;-43.89534;-3.6057
2022.07_16-08-2022;Республика Мордовия;90_105_days;SputnikLite;-0.72303;-5.92844;0.5715
2022.07_16-08-2022;Республика Мордовия;90_105_days;SputnikV;-1.55579;-4.74541;-0.13692
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;AllVaccines;-0.09114;-0.29233;0.07872
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;CoviVac;-0.98649;-5.16368;0.35978
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;EpiVacCorona;0.25954;-0.97455;0.72233
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;SputnikLite;-0.28116;-0.70026;0.03463
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;SputnikV;-0.04334;-0.28811;0.15491
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;AllVaccines;0.02021;-0.18756;0.19164
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;CoviVac;-0.90905;-6.6378;0.52284
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;EpiVacCorona;-1.05847;-5.38702;0.33658
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;SputnikLite;0.11566;-0.12563;0.30523
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;SputnikV;-0.22114;-0.67584;0.11019
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;AllVaccines;0.44679;-0.33037;0.76996
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;EpiVacCorona;-0.04533;-3.18219;0.73872
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;SputnikV;0.37106;-0.67717;0.76415
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;AllVaccines;-0.0478;-0.77201;0.38042
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;SputnikLite;-1.96756;-10.87272;0.25827
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;SputnikV;-0.21431;-1.09448;0.29599
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;AllVaccines;-1.24275;-2.52264;-0.42789
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;CoviVac;-8.12429;-35.5048;-1.28059
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;EpiVacCorona;-0.8871;-6.54997;0.52832
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;SputnikLite;-3.05741;-9.81976;-0.52153
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;SputnikV;-1.24981;-2.8048;-0.33033
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;AllVaccines;-0.36181;-1.19446;0.1549
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;SputnikLite;-1.39763;-4.76586;0.00299
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;SputnikV;-0.4552;-1.50998;0.15633
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;AllVaccines;-0.40683;-1.57334;0.23089
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;EpiVacCorona;-7.32043;-24.96845;-1.66591
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;SputnikLite;0.25588;-1.9913;0.81489
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;SputnikV;-0.7039;-2.44451;0.15713
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;AllVaccines;-0.17953;-1.38447;0.41652
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;EpiVacCorona;-0.68225;-5.76255;0.58152
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;SputnikLite;-0.50844;-2.65519;0.37749
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;SputnikV;-0.33988;-3.18184;0.57069
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;AllVaccines;-1.00959;-5.27203;0.35612
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;SputnikLite;-17.66681;-74.03933;-3.64356
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;SputnikV;-0.50283;-5.04127;0.62616
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;AllVaccines;-0.77449;-4.53825;0.43145
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;SputnikV;-1.11366;-5.59684;0.32277
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;AllVaccines;-2.69148;-10.52129;-0.18277
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;CoviVac;-12.15494;-51.88196;-2.27243
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;SputnikV;-2.33819;-12.41932;0.16959
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;105_165_days;AllVaccines;-0.24794;-0.49569;-0.04124
2022.07_16-08-2022;Республика Татарстан;105_165_days;CoviVac;-4.01619;-11.06336;-1.08584
2022.07_16-08-2022;Республика Татарстан;105_165_days;EpiVacCorona;-0.48071;-3.59447;0.52279
2022.07_16-08-2022;Республика Татарстан;105_165_days;SputnikLite;-0.32631;-0.74171;-0.00999
2022.07_16-08-2022;Республика Татарстан;105_165_days;SputnikV;-0.15752;-0.4787;0.0939
2022.07_16-08-2022;Республика Татарстан;165_195_days;AllVaccines;0.03174;-0.23473;0.2407
2022.07_16-08-2022;Республика Татарстан;165_195_days;CoviVac;-4.8622;-22.45414;-0.46522
2022.07_16-08-2022;Республика Татарстан;165_195_days;EpiVacCorona;-1.53216;-6.85699;0.18393
2022.07_16-08-2022;Республика Татарстан;165_195_days;SputnikLite;-0.08778;-0.48711;0.20432
2022.07_16-08-2022;Республика Татарстан;165_195_days;SputnikV;0.1898;-0.20168;0.45375
2022.07_16-08-2022;Республика Татарстан;21_45_days;AllVaccines;0.32551;-0.2553;0.63759
2022.07_16-08-2022;Республика Татарстан;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;21_45_days;SputnikLite;-0.40508;-3.35978;0.54717
2022.07_16-08-2022;Республика Татарстан;21_45_days;SputnikV;0.28923;-0.42301;0.64498
2022.07_16-08-2022;Республика Татарстан;45_75_days;AllVaccines;-0.30292;-1.09967;0.19149
2022.07_16-08-2022;Республика Татарстан;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;45_75_days;SputnikLite;-0.57872;-2.16072;0.21145
2022.07_16-08-2022;Республика Татарстан;45_75_days;SputnikV;-0.40255;-1.61032;0.2464
2022.07_16-08-2022;Республика Татарстан;75_90_days;AllVaccines;0.17088;-0.84751;0.62791
2022.07_16-08-2022;Республика Татарстан;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;75_90_days;SputnikLite;-0.5158;-2.64532;0.3697
2022.07_16-08-2022;Республика Татарстан;75_90_days;SputnikV;0.42414;-1.30397;0.85607
2022.07_16-08-2022;Республика Татарстан;90_105_days;AllVaccines;-0.17689;-1.07547;0.33265
2022.07_16-08-2022;Республика Татарстан;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Татарстан;90_105_days;EpiVacCorona;-1.31642;-8.26781;0.42103
2022.07_16-08-2022;Республика Татарстан;90_105_days;SputnikLite;-0.15303;-1.77289;0.52055
2022.07_16-08-2022;Республика Татарстан;90_105_days;SputnikV;-0.42446;-1.99141;0.3217
2022.07_16-08-2022;Республика Тыва;105_165_days;AllVaccines;0.08195;-1.00203;0.57902
2022.07_16-08-2022;Республика Тыва;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;105_165_days;SputnikLite;0.2376;-1.42212;0.76002
2022.07_16-08-2022;Республика Тыва;105_165_days;SputnikV;-0.48839;-2.69262;0.40007
2022.07_16-08-2022;Республика Тыва;165_195_days;AllVaccines;-0.03089;-1.55757;0.58448
2022.07_16-08-2022;Республика Тыва;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;165_195_days;SputnikLite;-0.0383;-1.84612;0.62122
2022.07_16-08-2022;Республика Тыва;165_195_days;SputnikV;-1.11913;-7.64137;0.48033
2022.07_16-08-2022;Республика Тыва;21_45_days;AllVaccines;-0.6971;-5.92043;0.58382
2022.07_16-08-2022;Республика Тыва;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;21_45_days;SputnikV;-2.70996;-14.12845;0.09021
2022.07_16-08-2022;Республика Тыва;45_75_days;AllVaccines;-0.42075;-4.79355;0.65159
2022.07_16-08-2022;Республика Тыва;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;45_75_days;EpiVacCorona;-5.62759;-26.02597;-0.62529
2022.07_16-08-2022;Республика Тыва;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;45_75_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;75_90_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;75_90_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;90_105_days;AllVaccines;-2.06553;-8.73904;0.03507
2022.07_16-08-2022;Республика Тыва;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Тыва;90_105_days;SputnikV;-6.51573;-22.87715;-1.3657
2022.07_16-08-2022;Республика Хакасия;105_165_days;AllVaccines;-0.29231;-1.11678;0.21104
2022.07_16-08-2022;Республика Хакасия;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;105_165_days;SputnikLite;0.26436;-0.78416;0.69668
2022.07_16-08-2022;Республика Хакасия;105_165_days;SputnikV;-1.34037;-3.094;-0.33789
2022.07_16-08-2022;Республика Хакасия;165_195_days;AllVaccines;-0.51057;-1.50924;0.09064
2022.07_16-08-2022;Республика Хакасия;165_195_days;CoviVac;-10.63132;-45.78084;-1.89194
2022.07_16-08-2022;Республика Хакасия;165_195_days;EpiVacCorona;-4.60166;-21.52971;-0.39276
2022.07_16-08-2022;Республика Хакасия;165_195_days;SputnikLite;-0.83188;-2.14377;-0.06744
2022.07_16-08-2022;Республика Хакасия;165_195_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;21_45_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;21_45_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;45_75_days;AllVaccines;-1.21948;-7.92668;0.44816
2022.07_16-08-2022;Республика Хакасия;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;45_75_days;SputnikV;-1.67854;-9.77302;0.33402
2022.07_16-08-2022;Республика Хакасия;75_90_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;75_90_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;90_105_days;AllVaccines;-2.98333;-11.44058;-0.27541
2022.07_16-08-2022;Республика Хакасия;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;90_105_days;EpiVacCorona;-49.82679;-203.42391;-11.63728
2022.07_16-08-2022;Республика Хакасия;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Республика Хакасия;90_105_days;SputnikV;-2.48995;-13.03649;0.13228
2022.07_16-08-2022;Ростовская область;105_165_days;AllVaccines;0.12092;-0.04304;0.25911
2022.07_16-08-2022;Ростовская область;105_165_days;CoviVac;-1.46878;-4.93707;-0.02658
2022.07_16-08-2022;Ростовская область;105_165_days;EpiVacCorona;0.48169;-0.38219;0.80564
2022.07_16-08-2022;Ростовская область;105_165_days;SputnikLite;0.06528;-0.23379;0.29185
2022.07_16-08-2022;Ростовская область;105_165_days;SputnikV;0.1186;-0.09741;0.29209
2022.07_16-08-2022;Ростовская область;165_195_days;AllVaccines;-0.15744;-0.42142;0.05751
2022.07_16-08-2022;Ростовская область;165_195_days;CoviVac;-3.90239;-14.21142;-0.57996
2022.07_16-08-2022;Ростовская область;165_195_days;EpiVacCorona;-3.01442;-9.70532;-0.50538
2022.07_16-08-2022;Ростовская область;165_195_days;SputnikLite;-0.26138;-0.64832;0.03473
2022.07_16-08-2022;Ростовская область;165_195_days;SputnikV;0.03052;-0.34755;0.30253
2022.07_16-08-2022;Ростовская область;21_45_days;AllVaccines;-0.23241;-0.77763;0.14559
2022.07_16-08-2022;Ростовская область;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ростовская область;21_45_days;EpiVacCorona;-1.68823;-4.64533;-0.2801
2022.07_16-08-2022;Ростовская область;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ростовская область;21_45_days;SputnikV;-0.17219;-0.76764;0.22268
2022.07_16-08-2022;Ростовская область;45_75_days;AllVaccines;0.11074;-0.32956;0.40523
2022.07_16-08-2022;Ростовская область;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ростовская область;45_75_days;EpiVacCorona;-1.13202;-4.6855;0.20051
2022.07_16-08-2022;Ростовская область;45_75_days;SputnikLite;-0.61061;-3.9975;0.48093
2022.07_16-08-2022;Ростовская область;45_75_days;SputnikV;0.09676;-0.41876;0.42496
2022.07_16-08-2022;Ростовская область;75_90_days;AllVaccines;0.24957;-0.32337;0.57447
2022.07_16-08-2022;Ростовская область;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ростовская область;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ростовская область;75_90_days;SputnikLite;-2.51799;-6.83896;-0.57882
2022.07_16-08-2022;Ростовская область;75_90_days;SputnikV;0.42643;-0.2045;0.72688
